User-ID,ISBN,Book-Rating,user,book_title
110934,0446612545,0.0,126,129
138543,0064407683,7.0,127,130
265595,0670863920,0.0,128,131
237001,0743435257,0.0,129,132
238864,0140276300,10.0,109,133
143809,0380789019,9.0,130,134
88122,0345448847,0.0,131,135
25105,0380817691,0.0,132,136
82926,0451144287,0.0,133,137
49109,0425189031,0.0,134,138
28735,0312971230,0.0,135,139
93047,0765341964,0.0,136,140
17950,0380804174,0.0,137,141
253626,0312422164,8.0,138,142
217375,0505524279,0.0,139,143
217375,0312303467,0.0,139,144
135879,0060936231,0.0,140,145
123981,0425104311,7.0,141,146
18401,1551665107,0.0,142,147
12538,0451208641,0.0,143,148
32195,0446608653,0.0,144,149
254971,0425171884,0.0,145,150
143175,0848716868,7.0,146,151
12657,3404241134,6.0,147,152
164096,848300724X,0.0,148,153
105517,0425097722,0.0,149,154
234828,055325698X,7.0,150,155
190708,067182211X,0.0,151,156
200862,0553107054,5.0,152,157
115777,8420430927,7.0,153,158
214841,904140500,0.0,154,159
189115,0451203895,0.0,155,160
127429,0553289586,0.0,156,161
235392,0425098648,8.0,157,162
202564,1853260266,0.0,158,163
137589,039447970X,0.0,39,164
150124,0971880107,0.0,159,165
269397,0140291806,9.0,160,166
98391,0756402182,10.0,9,167
55492,0671039164,0.0,161,168
213350,0140080775,0.0,162,169
35859,0399131868,0.0,27,170
234614,0671458639,0.0,163,171
179978,0749319135,10.0,164,172
11993,0064471098,8.0,165,173
211841,0875421814,0.0,166,174
105979,0060976926,9.0,167,175
49314,0446604801,8.0,168,176
55492,0515101230,0.0,161,177
20871,8804481943,0.0,169,178
72785,0385420161,0.0,170,179
55492,0452281903,0.0,161,180
164926,066410097X,8.0,171,181
276018,3293200540,0.0,172,182
89869,0553485237,0.0,173,183
198711,0385140406,0.0,111,184
179288,070476217,9.0,174,185
236283,0671741187,9.0,40,186
204124,9813068930,8.0,175,187
60337,0525941673,9.0,176,188
126803,0425182010,10.0,177,189
16916,0517593335,0.0,178,190
173415,0312278586,0.0,179,191
7325,0671739670,0.0,180,192
147847,0812550862,0.0,181,193
166123,0886777097,0.0,182,194
252848,1551662841,0.0,183,195
147847,0671867172,0.0,181,196
24641,0930603486,0.0,184,197
235105,0312308019,4.0,185,198
119575,0345422384,6.0,186,199
43246,0312421125,0.0,187,200
11601,0671463195,0.0,188,201
225727,0425127583,8.0,189,202
212986,0671578286,9.0,190,203
172030,0440473098,0.0,191,204
169233,0892967080,0.0,192,205
173835,0385469624,0.0,193,206
53174,0345314255,0.0,194,207
208829,0307215962,0.0,195,208
148806,0151006040,5.0,196,209
102275,0553560441,0.0,197,210
156971,2080680196,0.0,198,211
188010,0399129723,0.0,199,212
231210,0679455116,0.0,200,213
204591,0553569910,7.0,201,214
60244,0373167539,0.0,202,215
194957,0821717030,0.0,203,216
217121,0385484011,0.0,204,217
278852,0449907597,8.0,205,218
125779,0515109746,0.0,206,219
30511,0679448594,0.0,207,220
199491,0553582747,0.0,208,221
113955,0425164179,8.0,209,222
47118,0345312058,0.0,210,223
94923,0312858116,0.0,211,224
86202,0312981260,0.0,212,225
218736,088982066X,10.0,213,226
73394,0312963211,0.0,214,227
239584,1580050883,0.0,215,228
55492,0679745203,0.0,161,229
267418,3499232642,10.0,216,230
31987,0060915153,0.0,217,231
182987,8401014603,0.0,218,232
9502,0451176464,8.0,219,233
236283,0451148029,0.0,40,234
212898,0064405141,0.0,220,235
164675,0140133488,0.0,221,236
129358,0373710941,0.0,73,237
187520,0140290737,0.0,222,238
102647,0061094129,8.0,223,239
183995,0060142677,0.0,224,240
114444,0451170113,8.0,225,241
36836,048628753X,0.0,22,242
173632,3453356209,0.0,226,243
32329,037303346X,0.0,227,244
248008,0151006539,7.0,228,245
55197,0553380834,7.0,229,246
183887,0312977557,0.0,230,247
227705,0671435337,0.0,231,248
172941,9026973691,0.0,232,249
244955,0061000019,0.0,233,250
149908,1585673080,0.0,234,251
156798,0060930535,0.0,235,252
161752,0553575104,0.0,236,253
140510,0743432746,0.0,237,254
207226,8437605679,7.0,238,255
148744,0553292722,0.0,239,256
98391,0399148787,9.0,9,257
43698,0679781552,8.0,240,258
63278,0007117515,0.0,241,259
39646,0743206029,0.0,242,260
118135,9726116309,0.0,243,261
94347,0380973545,0.0,244,262
236038,0725514043,0.0,245,263
265115,0140178406,0.0,246,264
142041,0590418211,0.0,247,265
4591,0446611239,7.0,248,266
62862,0805019669,0.0,249,267
170513,0060987324,8.0,250,268
229707,0425186865,10.0,251,269
16488,0761507930,0.0,252,270
183722,0064432386,10.0,253,271
142524,0521305519,0.0,254,272
97754,038550344,7.0,255,273
264321,0970816308,0.0,256,274
244736,0671510053,0.0,257,275
78783,0446321095,0.0,258,276
149512,0385483732,0.0,259,277
150291,3518376764,0.0,260,278
190925,0821740601,0.0,42,279
242310,1551666839,0.0,261,280
16916,0451527127,0.0,178,281
204864,0393034445,0.0,262,282
182781,0425172546,6.0,263,283
119248,0590629816,0.0,264,284
49661,0765342308,0.0,265,285
12154,0316781266,8.0,266,286
80810,067153615X,8.0,267,287
93426,0312274920,0.0,268,288
56447,0816711844,0.0,269,289
252846,0804802262,0.0,270,290
212898,1556614012,0.0,220,291
7107,0714530387,10.0,271,292
114368,0425155188,5.0,272,293
173990,3928430017,10.0,273,294
85587,0553569910,8.0,274,214
135045,0446604275,0.0,275,295
43309,0792234278,0.0,276,296
76460,0385499345,0.0,277,297
35859,0590997327,0.0,27,298
226545,1551664615,0.0,278,299
60277,0486281965,0.0,279,300
143134,0684836491,0.0,280,301
216386,0452283027,0.0,281,302
172760,0517415283,6.0,282,303
250794,0385241844,0.0,283,304
23768,0684849534,0.0,50,305
199131,1857022424,0.0,284,306
114368,0385508042,0.0,272,307
56447,0821730770,0.0,269,308
238120,0449908623,0.0,285,309
98391,1590580176,9.0,9,310
37420,0425141233,5.0,286,311
198711,0385295944,0.0,111,312
52199,0553294083,0.0,95,313
242824,055329315X,0.0,287,314
171065,1586603884,9.0,288,315
220861,0140346252,0.0,289,316
247201,0060523387,6.0,290,317
38933,0446673544,6.0,291,318
170184,0141014628,0.0,292,319
61910,0553579754,10.0,293,65
203240,0439544165,0.0,294,320
89307,0553263978,0.0,295,321
173343,0451457633,0.0,296,322
133567,340410224X,0.0,297,323
212898,0671435876,0.0,220,324
233911,0812501810,0.0,298,325
129851,067974424X,0.0,299,326
170229,067082416X,0.0,300,327
2276,0671808427,0.0,10,328
234623,0515110396,0.0,120,329
12272,0140621415,0.0,301,330
67663,0060975547,0.0,302,331
254971,0671001167,0.0,145,332
160032,3423123028,0.0,303,333
144531,0671775499,0.0,304,334
269566,0688086985,0.0,88,335
231374,0749395508,0.0,305,336
133935,0393320979,0.0,306,337
160401,0440417953,5.0,307,338
214641,0671027360,8.0,308,339
131046,0671619381,0.0,309,340
124489,0312265778,0.0,310,341
136747,0425143341,8.0,311,342
114446,0552146153,7.0,312,343
60244,0553345214,0.0,202,344
219065,0375700757,8.0,313,345
78783,0843935588,0.0,258,346
98741,0758202253,0.0,314,347
203968,0307100022,0.0,315,348
107456,0446606812,0.0,316,349
237713,080505622X,0.0,317,350
269198,0312182015,8.0,318,351
80397,0552996009,5.0,319,352
251050,0380973421,7.0,320,353
238096,0515127833,8.0,321,354
90137,0385472943,0.0,322,355
188772,0671679430,7.0,323,356
140576,0373033443,6.0,324,357
252846,0460873598,9.0,270,358
212898,0373288859,0.0,220,359
182775,0074622455,0.0,325,360
63714,0500300569,9.0,326,361
113908,0804101515,0.0,327,362
76352,0440176115,0.0,15,363
265313,0425109240,0.0,328,364
23902,0864113048,7.0,329,365
116552,0743418174,0.0,330,366
52584,0515053503,0.0,331,367
88946,0553569031,0.0,332,368
224525,0141314818,10.0,333,369
189334,0312198256,0.0,334,370
28177,014015275X,1.0,335,371
230708,0590629786,5.0,336,372
110934,0439064864,9.0,126,373
107784,0449203190,5.0,11,374
67663,0684809133,0.0,302,375
231159,0316607630,0.0,337,376
268932,0590673181,5.0,338,377
238541,0385322216,0.0,339,378
218569,0671769316,0.0,340,379
270522,0375412824,6.0,341,380
232131,0670836990,0.0,123,381
160558,0553256920,10.0,342,382
77940,0373075006,0.0,343,383
153662,0670894508,0.0,344,384
134797,0842329218,10.0,345,385
171118,0747238405,8.0,346,386
69042,0380757788,0.0,37,387
230522,0307155072,8.0,29,388
238526,0425145638,0.0,347,389
89891,9686225066,6.0,348,390
208622,0141306556,0.0,349,391
11847,0061064866,8.0,350,392
103304,0451151259,0.0,351,393
153361,0449128725,0.0,352,394
60244,0446692298,0.0,202,395
176658,0747536708,0.0,353,396
52853,1575660504,0.0,354,397
52584,0373245009,0.0,331,398
164492,0316693006,7.0,355,399
268030,0449910709,0.0,356,400
252113,0671822209,0.0,357,401
10030,0449134482,0.0,358,402
143415,0684857820,0.0,359,403
134692,20020001,5.0,360,404
876,0345310292,0.0,361,405
112026,014028009X,0.0,362,406
247241,0778320375,0.0,363,407
129358,1551666766,0.0,73,408
28709,0316569321,8.0,364,409
138298,0451169557,0.0,365,410
198046,0425176932,0.0,366,411
250359,0812550757,0.0,367,412
94314,0060535148,0.0,368,413
63714,0721409423,9.0,326,414
59172,0451166302,10.0,369,415
142017,0425081818,5.0,370,416
16090,0425185710,7.0,371,417
13104,0553572210,6.0,372,418
128442,3653256259,0.0,373,419
269728,0732258782,7.0,374,420
78777,0809237628,6.0,375,421
149647,848109322X,7.0,376,422
32440,0452282829,0.0,377,423
266865,0525946578,0.0,378,424
6866,0380812037,0.0,379,425
21014,0345337662,0.0,380,426
49028,0871401703,6.0,381,427
79687,3453305248,0.0,382,428
169027,0764222937,0.0,383,429
198711,0590437208,0.0,111,430
178035,0099129108,0.0,384,431
98297,9518751021,0.0,385,432
124474,0440181275,0.0,386,433
59117,0821761129,6.0,387,434
35874,0553288733,0.0,388,435
98391,0743258770,9.0,9,436
249187,0816148155,0.0,389,437
198711,0671462725,0.0,111,438
36606,0307987698,0.0,390,439
123430,082177462X,0.0,391,440
174726,0380865610,0.0,392,441
108321,8484501833,0.0,393,442
16916,0380718340,0.0,178,443
56856,0440213134,0.0,394,444
58156,031226416X,8.0,395,445
43698,0874772362,0.0,240,446
171471,0887309100,0.0,396,447
117873,1400030641,8.0,397,448
237268,0786843195,6.0,398,449
236757,0786003146,0.0,399,450
54206,1582342644,8.0,400,451
23631,0373105495,0.0,401,452
91937,0395636264,5.0,402,453
271659,0373484909,8.0,403,454
150124,0399147837,0.0,159,455
224944,0743476239,0.0,404,456
228764,0843944803,0.0,12,457
111578,0525945636,0.0,405,458
97620,0864423330,0.0,406,459
127233,0312187459,0.0,407,460
108155,1556612931,0.0,408,461
173415,0345298349,0.0,179,462
37293,0671042858,4.0,409,463
98758,0312286600,7.0,410,464
153797,0451170385,0.0,411,465
14374,0385486804,0.0,412,466
206534,0375501681,0.0,413,467
268292,044508376X,8.0,414,468
79958,0345440765,6.0,415,469
94787,0743405862,0.0,416,470
157273,0451405366,0.0,417,471
62582,0451209109,0.0,418,472
93025,059035342X,7.0,419,473
212411,0316154059,0.0,420,474
78783,0553273299,0.0,258,475
205280,1551669161,4.0,421,476
81682,0375703063,5.0,422,477
198711,0590527924,0.0,111,478
111947,0553266578,0.0,423,479
55019,0345436911,0.0,424,480
143175,0061004251,0.0,146,481
271284,0671733893,0.0,425,482
254064,0385334036,0.0,426,483
76352,0312926294,0.0,15,484
274308,044990928X,0.0,427,485
162155,0395891701,0.0,428,486
93085,0971880107,0.0,429,165
11676,1853714402,0.0,85,487
147141,0452271770,0.0,430,488
124692,0969042507,0.0,431,489
237175,0515103292,0.0,432,490
111358,0399147195,7.0,433,491
170229,0679411658,0.0,300,492
222614,0375726403,0.0,434,493
81227,0786867647,0.0,435,494
201526,0590134701,0.0,436,495
182117,0441005748,10.0,437,496
173632,3826640802,0.0,226,497
93085,0671656821,0.0,429,498
6575,0890877033,7.0,438,499
30487,0375758453,0.0,439,500
170530,0778800180,8.0,440,501
147649,2844050441,9.0,441,502
238889,0061013447,10.0,442,503
175329,0679756973,0.0,443,504
174683,1560523018,0.0,444,505
62895,0689837070,0.0,98,506
238781,0821717146,0.0,445,507
6575,0449209105,8.0,438,508
19038,0787116807,0.0,446,509
247978,3473386391,0.0,447,510
69697,0373790384,0.0,448,511
230496,0345348036,0.0,449,512
274220,326800105X,0.0,450,513
254465,0821742590,0.0,451,514
160077,0380731819,8.0,452,515
198711,0590477412,0.0,111,516
110029,1562920979,0.0,453,517
175886,0553280643,0.0,454,518
259288,0553295284,7.0,455,519
121988,0425046125,7.0,456,520
104399,0590417967,10.0,457,521
38023,1557043671,0.0,458,522
28993,056355150x,8.0,459,523
3816,8887291608,8.0,460,524
45918,0140620109,0.0,461,525
217895,0440202507,0.0,462,526
108404,3492233651,9.0,463,527
268618,1881394204,0.0,464,528
209087,0446670251,0.0,465,529
188498,0440944597,0.0,466,530
172742,0786860960,0.0,467,531
258152,0330313746,0.0,468,532
201674,0312983646,0.0,469,533
31826,0895658194,10.0,470,534
100906,0393974871,10.0,471,535
251362,0394825136,10.0,472,536
170634,1558746099,10.0,473,537
102967,0671670913,0.0,474,538
88733,0380973820,0.0,475,539
30276,0440217563,7.0,476,540
76352,1575668238,0.0,15,541
160413,383217866X,0.0,477,542
133819,184115783X,9.0,478,543
153718,0515134449,8.0,479,544
110746,0553279912,0.0,480,545
114988,0892966203,7.0,481,546
5903,0860685179,0.0,482,547
36606,089529737X,0.0,390,548
35857,0060508302,0.0,483,549
142256,0895657252,0.0,484,550
31315,1575668807,0.0,485,551
24767,0028619463,8.0,486,552
128835,0671878867,7.0,1,553
235105,0897212738,0.0,185,554
262399,0345413881,0.0,487,555
232131,1883319080,0.0,123,556
149084,0375401598,0.0,488,557
76942,0061099279,0.0,489,558
257204,0671698095,0.0,490,559
104636,0440217466,0.0,491,560
17761,0786889349,0.0,492,561
212645,0965064255,0.0,493,562
170518,0671439162,0.0,38,563
33826,0375810684,7.0,494,564
246617,0451186623,0.0,104,565
170192,3880224250,0.0,495,566
242157,0684853310,0.0,496,567
278418,0440224810,0.0,61,568
274061,0843952032,0.0,497,569
73044,0345435338,10.0,498,570
30533,0515115029,0.0,499,571
189373,3453197054,7.0,500,572
167509,0330370529,5.0,501,573
160541,0140293353,9.0,502,574
88677,0553576003,7.0,503,575
216012,0743216490,7.0,504,576
250523,0385485107,7.0,505,577
38956,0842304746,7.0,506,578
198711,0060269898,0.0,111,579
100223,0340401486,0.0,507,580
11645,0451202902,5.0,508,581
207152,0836221192,7.0,509,582
189558,0380717018,8.0,510,583
37950,0887307876,0.0,511,584
159455,0915957671,0.0,512,585
169192,0812036875,10.0,513,586
35859,0070212570,10.0,27,587
93672,0671776134,8.0,514,588
17761,0449227421,3.0,492,589
17726,044990508X,7.0,515,590
180754,059013695X,0.0,516,591
30889,0590673203,0.0,517,592
156150,0440235952,0.0,518,593
177374,051511927X,8.0,519,594
256251,0394935632,0.0,520,595
205145,0553212710,5.0,521,596
231827,0671042858,10.0,522,463
72204,039914465X,2.0,523,597
24283,357012701X,9.0,524,598
189323,SBN57106440X,0.0,525,599
94853,0722111797,8.0,526,600
141210,351810392X,0.0,527,601
97598,0586044345,0.0,528,602
243686,0060198133,0.0,529,603
266522,0600596532,0.0,530,604
139742,0425120279,0.0,531,605
238699,0373195508,0.0,532,606
262391,0380432811,10.0,533,607
206475,3442434688,6.0,534,608
217681,0380804891,7.0,535,609
160412,3546003470,0.0,536,610
71712,0915099209,0.0,537,611
192093,0425122727,0.0,538,612
167800,0373289154,0.0,539,613
42458,0451204891,0.0,540,614
242824,0590568922,0.0,287,615
149661,0380712091,0.0,541,616
63595,1551666928,0.0,542,617
93562,0553578022,7.0,543,618
47856,1552781844,0.0,544,619
6789,067976268X,0.0,545,620
217121,0752530712,5.0,204,621
273912,0812534077,0.0,546,622
93735,0375415351,7.0,547,623
227447,0671567993,0.0,548,624
126296,0765307103,8.0,79,625
216760,0425174484,8.0,549,626
271284,0451170121,0.0,425,627
257204,0451151445,0.0,490,628
52352,0671436546,9.0,550,629
218747,0571201474,10.0,551,630
130571,0486282015,0.0,552,631
259199,0533296466,0.0,553,632
147141,0553298046,0.0,430,633
37311,0929398157,0.0,554,634
254241,0446343870,0.0,555,635
123867,0553576798,0.0,556,636
108773,0582289882,0.0,557,637
258938,0446691798,3.0,558,638
139221,0609807226,10.0,559,639
169859,0586215247,8.0,560,640
117539,0064632539,0.0,561,641
205473,0671036505,0.0,562,642
32412,0385420161,10.0,563,179
269890,0451404823,0.0,564,643
86123,0761506527,0.0,565,644
69971,0395082544,10.0,566,645
98707,3257211848,0.0,567,646
162639,0440213282,0.0,568,647
51350,0060928336,0.0,569,64
151824,0440180953,9.0,570,648
64439,8848102433,4.0,571,649
255489,038542471X,0.0,572,650
59172,0515131229,8.0,369,651
130474,0440226430,0.0,573,90
199772,0805057676,8.0,574,652
107784,084394532X,0.0,11,653
232131,0449217183,8.0,123,654
257021,1580628362,10.0,575,655
247726,038529929X,3.0,576,656
242098,0385265700,10.0,577,657
158254,0452282152,0.0,578,658
175559,0684860015,0.0,579,659
247240,0582642655,9.0,580,660
11676,8879839977,6.0,85,661
206762,0312955006,8.0,581,662
163759,0373240104,6.0,582,663
11149,0006550576,8.0,583,664
125774,0440222028,9.0,584,665
190807,0373225407,0.0,585,666
2769,8845911632,10.0,586,667
115490,0486424499,0.0,587,668
225763,0898154391,5.0,588,669
175100,0451138937,5.0,589,670
198711,084314128X,0.0,111,671
164675,0025424009,8.0,221,672
7346,0373261071,0.0,590,673
161511,0810940027,8.0,591,674
69355,0553117467,8.0,592,675
69232,0385304900,9.0,60,676
7158,031213150X,8.0,593,677
169766,044041508X,5.0,594,678
224122,0140271805,0.0,595,679
214890,034055830X,0.0,596,680
25601,0679721274,10.0,597,681
11676,0060192119,10.0,85,682
20745,345307369X,0.0,598,683
91113,0786889004,7.0,599,684
269719,0425081087,0.0,600,685
214809,8804507454,9.0,601,686
198699,0060929383,0.0,602,687
184195,0671510053,6.0,603,275
127204,1881273156,8.0,604,688
56399,0439064864,0.0,605,373
241100,0446601616,7.0,606,689
202462,0671027360,8.0,607,339
278418,0816726116,0.0,61,690
35050,037323998X,0.0,608,691
177072,0553579525,0.0,609,692
116223,0060187468,0.0,610,693
269157,0345342615,0.0,611,694
149069,0440206146,0.0,612,695
145916,11254041,7.0,613,696
30276,0399138153,0.0,476,697
142524,0425144062,9.0,254,698
81128,0771014899,0.0,614,699
122506,0399148620,0.0,615,700
48046,0312263120,0.0,63,701
214485,0747563209,10.0,616,702
228998,0515129704,0.0,617,703
206534,0312986319,8.0,413,704
78841,0316899984,0.0,618,705
86231,8878186716,7.0,619,706
127800,1555971962,10.0,620,707
26535,0821772902,5.0,621,708
88733,0816030359,9.0,475,709
262014,0316107352,0.0,622,710
78229,0385498802,9.0,623,711
234623,1566197767,0.0,120,712
164905,0373031068,5.0,624,713
148282,0553153277,8.0,625,714
212965,0671744216,5.0,626,715
221495,0679733736,10.0,627,716
66942,0831796197,0.0,628,717
262208,0590350072,0.0,629,718
153662,0440227259,0.0,344,719
104880,0375405445,8.0,630,720
252903,0140707123,5.0,631,721
40553,0553246895,0.0,632,722
267326,0440224764,9.0,633,723
21364,068483670X,3.0,634,724
223607,0886777666,0.0,100,725
100644,0515129704,6.0,635,703
224997,0440221595,8.0,66,726
129358,0505522977,0.0,73,727
187512,3257203659,7.0,636,728
253629,0345447840,5.0,637,729
91184,0385196156,8.0,638,730
56447,1560545275,0.0,269,731
249628,0553296981,0.0,639,732
105517,185326895X,7.0,149,733
187170,0440235502,0.0,640,734
8782,1551053020,5.0,641,735
11676,039591910X,8.0,85,736
152249,0440165121,0.0,642,737
263877,0676970753,7.0,643,738
35859,0445406518,0.0,27,739
70666,0553211765,4.0,644,740
143163,0679414495,0.0,645,741
29209,0452284449,5.0,646,742
92681,0910367531,4.0,647,743
163570,0449210928,10.0,648,744
64524,0887483968,10.0,649,745
32195,1573181218,0.0,144,746
135265,0758205511,0.0,650,747
61612,0375704043,0.0,651,748
224525,0875420222,10.0,333,749
113951,0679764119,5.0,652,750
85944,0790001799,0.0,653,751
193632,0689857705,8.0,654,752
83156,0971880107,0.0,655,165
19022,0373055552,0.0,656,753
174304,0465091296,0.0,657,754
35277,0553582143,3.0,658,755
218197,3548256007,0.0,659,756
125692,0380507730,0.0,660,757
24167,0590037145,0.0,661,758
226545,0380753022,0.0,278,759
142540,0099163926,6.0,662,760
196077,0345425308,0.0,663,761
250405,0671028375,0.0,664,762
225986,0006167632,0.0,665,763
914,379411664X,0.0,666,764
235105,1558743316,0.0,185,765
189115,0425171078,0.0,155,766
240100,880430278X,0.0,667,767
16190,0553295608,9.0,668,768
232131,0060927542,0.0,123,769
278418,0394831292,0.0,61,770
257450,1586481045,0.0,669,771
67775,0373790422,7.0,670,772
66385,0440224659,0.0,671,773
58389,0345380096,0.0,672,774
163600,0743452925,5.0,673,775
23595,0375500510,8.0,674,776
255092,0020178557,0.0,675,777
68478,0451622103,0.0,676,778
108285,0671025333,0.0,677,779
130474,0451406222,0.0,573,780
56271,0747522669,0.0,678,781
35050,1882467159,0.0,608,782
58224,0312995466,0.0,679,783
127429,0723234728,0.0,156,784
242646,034541389X,0.0,680,785
277378,0140089128,0.0,681,786
123608,0486296024,6.0,682,787
251613,0553280414,0.0,683,788
19711,0440212200,0.0,684,789
240484,0440236053,8.0,685,104
2688,3518383620,0.0,686,790
196077,0446672211,0.0,663,791
20062,3453003128,0.0,687,792
100906,0394711556,0.0,471,793
107951,0935696008,8.0,688,794
11676,1576736997,6.0,85,795
250359,0352332573,0.0,367,796
215006,0385504209,9.0,689,797
208788,0553272500,0.0,690,798
11676,3404136799,0.0,85,799
11462,0771087918,9.0,691,800
225087,0679425136,0.0,692,801
55548,0345336895,0.0,693,802
25895,0971880107,0.0,694,165
274061,0373029802,0.0,497,803
76352,0743456181,0.0,15,804
230496,0679463070,0.0,449,805
60244,0028604385,0.0,202,806
168047,0312862334,10.0,695,807
120093,0886776481,5.0,696,808
62582,0671023616,8.0,418,809
225232,0732910978,0.0,697,810
39281,0671210742,0.0,698,811
7158,0843953144,0.0,593,812
1129,0618045996,0.0,699,813
193499,0061031321,0.0,700,814
93092,0671444980,10.0,701,815
56399,1561840033,10.0,605,816
140291,3499221349,9.0,702,817
93116,0671003755,8.0,703,818
225763,1562614606,5.0,588,819
265313,0345357019,0.0,328,820
247890,0890964041,0.0,704,821
258413,3811801058,0.0,705,822
177090,1551664852,0.0,706,823
93047,0375706682,0.0,136,824
170595,0812521021,0.0,707,825
67403,0553573136,0.0,708,826
41841,0671893122,0.0,709,827
265115,0312970056,5.0,246,828
226361,0517702967,10.0,710,829
97945,0684804212,0.0,711,830
29855,0884042693,0.0,712,831
92132,0553560956,10.0,713,832
98356,0394502949,0.0,714,833
234623,0590149288,0.0,120,834
232131,0671660578,0.0,123,835
246820,0399145079,8.0,715,836
241093,0446608815,8.0,716,837
246311,0553212087,0.0,717,838
238781,1576732371,0.0,445,839
125779,0451207556,0.0,206,840
159137,156924748X,0.0,718,841
267635,0385304366,8.0,719,842
95261,0451162145,0.0,720,843
230522,0312977379,0.0,29,844
229551,0373250398,0.0,721,845
274004,0880015829,0.0,722,846
213350,1858281385,0.0,162,847
136908,0885020292X,6.0,723,848
72992,207039395X,0.0,724,849
146113,0345367359,0.0,725,850
200315,0942024001,0.0,726,851
22625,0333677676,0.0,727,852
40943,0553264206,0.0,728,853
197232,2253153427,0.0,729,854
138995,043936213x,10.0,730,855
249658,0552151769,7.0,731,856
46398,0813518121,5.0,732,857
